,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.terminal,arrival.gate,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.delay
82,arrival,unknown,nbo,hkjk,2023-09-24t12:20:00.000,llw,fwki,2023-09-24t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,18.0,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,,,2023-09-24t13:37:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-24t12:20:00.000,3.0
83,arrival,unknown,nbo,hkjk,2023-09-24t12:20:00.000,llw,fwki,2023-09-24t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,18.0,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,,,2023-09-24t13:37:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-24t12:20:00.000,3.0
84,arrival,unknown,nbo,hkjk,2023-09-24t12:20:00.000,llw,fwki,2023-09-24t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,18.0,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,2023-09-24t12:38:00.000,,,2023-09-24t13:37:00.000,,,,,,,,,,2023-09-24t12:20:00.000,3.0
85,arrival,scheduled,hre,fvrg,2023-09-24t13:50:00.000,llw,fwki,2023-09-24t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
86,arrival,scheduled,blz,fwcl,2023-09-24t15:05:00.000,llw,fwki,2023-09-24t15:45:00.000,ethiopian airlines,et,eth,21,et21,eth21,,,,,,,,,,,,,,,,,,,,
87,arrival,scheduled,blz,fwcl,2023-09-24t15:45:00.000,llw,fwki,2023-09-24t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
88,arrival,scheduled,zzu,fwuu,2023-09-24t15:45:00.000,llw,fwki,2023-09-24t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
89,arrival,scheduled,mfu,flmf,2023-09-24t16:00:00.000,llw,fwki,2023-09-24t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
90,arrival,scheduled,cmk,fwcm,2023-09-24t16:15:00.000,llw,fwki,2023-09-24t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
91,arrival,scheduled,lix,fwlk,2023-09-24t16:00:00.000,llw,fwki,2023-09-24t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
92,arrival,scheduled,ceh,fwcd,2023-09-24t15:45:00.000,llw,fwki,2023-09-24t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
93,arrival,unknown,add,haab,2023-09-24t22:10:00.000,llw,fwki,2023-09-25t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,,,,,,,,,,,,,,,,,,,
94,arrival,unknown,blz,fwcl,2023-09-25t09:10:00.000,llw,fwki,2023-09-25t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
95,arrival,landed,add,haab,2023-09-25t09:50:00.000,llw,fwki,2023-09-25t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c7,25.0,2023-09-25t10:15:00.000,2023-09-25t10:15:00.000,2023-09-25t10:15:00.000,1,1,2023-09-25t12:33:00.000,2023-09-25t12:34:00.000,2023-09-25t12:34:00.000,2023-09-25t12:34:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
96,arrival,landed,add,haab,2023-09-25t09:50:00.000,llw,fwki,2023-09-25t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c7,25.0,2023-09-25t10:15:00.000,2023-09-25t10:15:00.000,2023-09-25t10:15:00.000,1,1,2023-09-25t12:33:00.000,2023-09-25t12:34:00.000,2023-09-25t12:34:00.000,2023-09-25t12:34:00.000,,,,,,,,
97,arrival,active,jnb,faor,2023-09-25t11:00:00.000,llw,fwki,2023-09-25t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,27.0,2023-09-25t11:27:00.000,2023-09-25t11:27:00.000,2023-09-25t11:27:00.000,,,2023-09-25t13:33:00.000,,,,,,,,,,2023-09-25t11:00:00.000,13.0
98,arrival,landed,nbo,hkjk,2023-09-25t12:20:00.000,llw,fwki,2023-09-25t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,17.0,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,,,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-25t12:20:00.000,3.0
99,arrival,landed,nbo,hkjk,2023-09-25t12:20:00.000,llw,fwki,2023-09-25t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,17.0,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,,,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-25t12:20:00.000,3.0
100,arrival,landed,nbo,hkjk,2023-09-25t12:20:00.000,llw,fwki,2023-09-25t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,17.0,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,,,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-25t12:20:00.000,3.0
101,arrival,landed,nbo,hkjk,2023-09-25t12:20:00.000,llw,fwki,2023-09-25t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,17.0,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,,,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-25t12:20:00.000,3.0
102,arrival,landed,nbo,hkjk,2023-09-25t12:20:00.000,llw,fwki,2023-09-25t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,17.0,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,2023-09-25t12:36:00.000,,,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,2023-09-25t13:37:00.000,,,,,,,2023-09-25t12:20:00.000,3.0
103,arrival,scheduled,lun,flkk,2023-09-25t13:45:00.000,llw,fwki,2023-09-25t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
104,arrival,scheduled,blz,fwcl,2023-09-25t15:05:00.000,llw,fwki,2023-09-25t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,15.0,,,,,,,,,,,,,,,,2023-09-25t15:20:00.000,
105,arrival,scheduled,blz,fwcl,2023-09-26t09:10:00.000,llw,fwki,2023-09-26t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
106,arrival,scheduled,add,haab,2023-09-26t09:50:00.000,llw,fwki,2023-09-26t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,120.0,2023-09-26t11:50:00.000,2023-09-26t11:50:00.000,2023-09-26t11:50:00.000,1,1,2023-09-26t13:56:00.000,,,,ethiopian airlines,et,eth,877,et877,eth877,2023-09-26t11:10:00.000,67.0
107,arrival,scheduled,add,haab,2023-09-26t09:50:00.000,llw,fwki,2023-09-26t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,120.0,2023-09-26t11:50:00.000,2023-09-26t11:50:00.000,2023-09-26t11:50:00.000,1,1,2023-09-26t13:56:00.000,,,,,,,,,,2023-09-26t11:10:00.000,67.0
108,arrival,landed,nbo,hkjk,2023-09-26t12:20:00.000,llw,fwki,2023-09-26t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,4.0,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,,,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-26t12:20:00.000,
109,arrival,landed,nbo,hkjk,2023-09-26t12:20:00.000,llw,fwki,2023-09-26t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,4.0,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,,,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-26t12:20:00.000,
110,arrival,landed,nbo,hkjk,2023-09-26t12:20:00.000,llw,fwki,2023-09-26t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,4.0,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,,,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-26t12:20:00.000,
111,arrival,landed,nbo,hkjk,2023-09-26t12:20:00.000,llw,fwki,2023-09-26t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,4.0,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,,,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-26t12:20:00.000,
112,arrival,landed,nbo,hkjk,2023-09-26t12:20:00.000,llw,fwki,2023-09-26t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,4.0,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,2023-09-26t12:24:00.000,,,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,2023-09-26t13:24:00.000,,,,,,,2023-09-26t12:20:00.000,
113,arrival,scheduled,blz,fwcl,2023-09-26t15:05:00.000,llw,fwki,2023-09-26t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,2.0,,,,,,,,,,,,,,,,2023-09-26t15:07:00.000,
114,arrival,scheduled,nbo,hkjk,2023-09-27t07:00:00.000,llw,fwki,2023-09-27t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
115,arrival,scheduled,hre,fvrg,2023-09-27t13:50:00.000,llw,fwki,2023-09-27t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
116,arrival,scheduled,nbo,hkjk,2023-09-27t10:00:00.000,llw,fwki,2023-09-27t12:00:00.000,astral aviation,8v,acp,45,8v45,acp45,,,,,,,,,,,,,,,,,,,,
117,arrival,landed,add,haab,2023-09-27t09:50:00.000,llw,fwki,2023-09-27t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,25.0,2023-09-27t10:14:00.000,2023-09-27t10:14:00.000,2023-09-27t10:14:00.000,1,1,2023-09-27t12:27:00.000,2023-09-27t12:26:00.000,2023-09-27t12:26:00.000,2023-09-27t12:26:00.000,ethiopian airlines,et,eth,877,et877,eth877,2023-09-27t09:50:00.000,
118,arrival,landed,add,haab,2023-09-27t09:50:00.000,llw,fwki,2023-09-27t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,25.0,2023-09-27t10:14:00.000,2023-09-27t10:14:00.000,2023-09-27t10:14:00.000,1,1,2023-09-27t12:27:00.000,2023-09-27t12:26:00.000,2023-09-27t12:26:00.000,2023-09-27t12:26:00.000,,,,,,,2023-09-27t09:50:00.000,
119,arrival,scheduled,nbo,hkjk,2023-09-27t11:30:00.000,llw,fwki,2023-09-27t13:00:00.000,kenya airways,kq,kqa,2748,kq2748,kqa2748,,,,,,,,,,,,,,,,,,,2023-09-27t11:30:00.000,
120,arrival,unknown,jnb,faor,2023-09-27t11:00:00.000,llw,fwki,2023-09-27t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,13.0,2023-09-27t11:12:00.000,2023-09-27t11:12:00.000,2023-09-27t11:12:00.000,,,2023-09-27t13:20:00.000,,,,,,,,,,2023-09-27t11:00:00.000,1.0
121,arrival,landed,nbo,hkjk,2023-09-27t12:20:00.000,llw,fwki,2023-09-27t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,18.0,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,,,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-27t12:20:00.000,2.0
122,arrival,landed,nbo,hkjk,2023-09-27t12:20:00.000,llw,fwki,2023-09-27t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,18.0,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,,,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-27t12:20:00.000,2.0
123,arrival,landed,nbo,hkjk,2023-09-27t12:20:00.000,llw,fwki,2023-09-27t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,18.0,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,,,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-27t12:20:00.000,2.0
124,arrival,landed,nbo,hkjk,2023-09-27t12:20:00.000,llw,fwki,2023-09-27t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,18.0,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,,,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-27t12:20:00.000,2.0
125,arrival,landed,nbo,hkjk,2023-09-27t12:20:00.000,llw,fwki,2023-09-27t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,18.0,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,2023-09-27t12:37:00.000,,,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,2023-09-27t13:37:00.000,,,,,,,2023-09-27t12:20:00.000,2.0
126,arrival,landed,blz,fwcl,2023-09-27t15:05:00.000,llw,fwki,2023-09-27t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,18.0,2023-09-27t15:23:00.000,2023-09-27t15:23:00.000,2023-09-27t15:23:00.000,,,,2023-09-27t15:56:00.000,2023-09-27t15:56:00.000,2023-09-27t15:56:00.000,,,,,,,,11.0
127,arrival,scheduled,zzu,fwuu,2023-09-27t15:45:00.000,llw,fwki,2023-09-27t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
128,arrival,scheduled,blz,fwcl,2023-09-27t15:45:00.000,llw,fwki,2023-09-27t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
129,arrival,scheduled,lix,fwlk,2023-09-27t16:00:00.000,llw,fwki,2023-09-27t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
130,arrival,scheduled,cmk,fwcm,2023-09-27t16:15:00.000,llw,fwki,2023-09-27t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
131,arrival,scheduled,mfu,flmf,2023-09-27t16:00:00.000,llw,fwki,2023-09-27t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
132,arrival,scheduled,ceh,fwcd,2023-09-27t15:45:00.000,llw,fwki,2023-09-27t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
133,arrival,landed,nbo,hkjk,2023-09-28t06:15:00.000,llw,fwki,2023-09-28t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,4.0,2023-09-28t06:18:00.000,2023-09-28t06:18:00.000,2023-09-28t06:18:00.000,,,2023-09-28t07:19:00.000,2023-09-28t07:18:00.000,2023-09-28t07:18:00.000,2023-09-28t07:18:00.000,,,,,,,,
134,arrival,scheduled,blz,fwcl,2023-09-28t09:10:00.000,llw,fwki,2023-09-28t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
135,arrival,landed,add,haab,2023-09-28t09:50:00.000,llw,fwki,2023-09-28t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,36.0,2023-09-28t10:26:00.000,2023-09-28t10:26:00.000,2023-09-28t10:26:00.000,1,1,2023-09-28t12:40:00.000,2023-09-28t12:37:00.000,2023-09-28t12:37:00.000,2023-09-28t12:37:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
136,arrival,landed,add,haab,2023-09-28t09:50:00.000,llw,fwki,2023-09-28t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,36.0,2023-09-28t10:26:00.000,2023-09-28t10:26:00.000,2023-09-28t10:26:00.000,1,1,2023-09-28t12:40:00.000,2023-09-28t12:37:00.000,2023-09-28t12:37:00.000,2023-09-28t12:37:00.000,,,,,,,,
137,arrival,scheduled,mfu,flmf,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t12:55:00.000,proflight zambia,p0,pfz,834,p0834,pfz834,,,,,,,,,,,,,,,,,,,,
138,arrival,landed,nbo,hkjk,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,7.0,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,,,2023-09-28t13:27:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-28t12:20:00.000,
139,arrival,landed,nbo,hkjk,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,7.0,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,,,2023-09-28t13:27:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-28t12:20:00.000,
140,arrival,landed,nbo,hkjk,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,7.0,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,,,2023-09-28t13:27:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-28t12:20:00.000,
141,arrival,landed,nbo,hkjk,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,7.0,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,,,2023-09-28t13:27:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-28t12:20:00.000,
142,arrival,landed,nbo,hkjk,2023-09-28t12:20:00.000,llw,fwki,2023-09-28t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,7.0,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,2023-09-28t12:26:00.000,,,2023-09-28t13:27:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,2023-09-28t13:24:00.000,,,,,,,2023-09-28t12:20:00.000,
143,arrival,landed,blz,fwcl,2023-09-28t13:20:00.000,llw,fwki,2023-09-28t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,,2023-09-28t13:10:00.000,2023-09-28t13:10:00.000,2023-09-28t13:10:00.000,,,2023-09-28t13:41:00.000,2023-09-28t13:44:00.000,2023-09-28t13:44:00.000,2023-09-28t13:44:00.000,,,,,,,2023-09-28t13:20:00.000,
144,arrival,scheduled,lun,flkk,2023-09-28t13:45:00.000,llw,fwki,2023-09-28t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
145,arrival,landed,blz,fwcl,2023-09-28t15:05:00.000,llw,fwki,2023-09-28t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,9.0,2023-09-28t15:13:00.000,2023-09-28t15:13:00.000,2023-09-28t15:13:00.000,,,2023-09-28t15:47:00.000,2023-09-28t15:45:00.000,2023-09-28t15:45:00.000,2023-09-28t15:45:00.000,,,,,,,,1.0
146,arrival,scheduled,add,haab,2023-09-28t22:10:00.000,llw,fwki,2023-09-29t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,,,,,,,,,,,,,,,,,,,
147,arrival,unknown,nbo,hkjk,2023-09-29t07:00:00.000,llw,fwki,2023-09-29t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
148,arrival,scheduled,blz,fwcl,2023-09-29t09:10:00.000,llw,fwki,2023-09-29t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
149,arrival,landed,dwc,omdw,2023-09-29t07:30:00.000,llw,fwki,2023-09-29t11:50:00.000,emirates,ek,uae,9747,ek9747,uae9747,,,13.0,2023-09-29t07:42:00.000,2023-09-29t07:42:00.000,2023-09-29t07:42:00.000,,,2023-09-29t11:28:00.000,2023-09-29t11:26:00.000,2023-09-29t11:26:00.000,2023-09-29t11:26:00.000,,,,,,,,
150,arrival,landed,add,haab,2023-09-29t09:50:00.000,llw,fwki,2023-09-29t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,27.0,2023-09-29t10:17:00.000,2023-09-29t10:17:00.000,2023-09-29t10:17:00.000,1,1,2023-09-29t12:37:00.000,2023-09-29t12:38:00.000,2023-09-29t12:38:00.000,2023-09-29t12:38:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
151,arrival,landed,add,haab,2023-09-29t09:50:00.000,llw,fwki,2023-09-29t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,27.0,2023-09-29t10:17:00.000,2023-09-29t10:17:00.000,2023-09-29t10:17:00.000,1,1,2023-09-29t12:37:00.000,2023-09-29t12:38:00.000,2023-09-29t12:38:00.000,2023-09-29t12:38:00.000,,,,,,,,
152,arrival,active,jnb,faor,2023-09-29t11:00:00.000,llw,fwki,2023-09-29t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,15.0,2023-09-29t11:15:00.000,2023-09-29t11:15:00.000,2023-09-29t11:15:00.000,,,2023-09-29t13:18:00.000,,,,,,,,,,2023-09-29t11:00:00.000,
153,arrival,unknown,nbo,hkjk,2023-09-29t12:20:00.000,llw,fwki,2023-09-29t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,10.0,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,,,2023-09-29t13:31:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-29t12:20:00.000,
154,arrival,unknown,nbo,hkjk,2023-09-29t12:20:00.000,llw,fwki,2023-09-29t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,10.0,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,,,2023-09-29t13:31:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-29t12:20:00.000,
155,arrival,unknown,nbo,hkjk,2023-09-29t12:20:00.000,llw,fwki,2023-09-29t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,10.0,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,,,2023-09-29t13:31:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-29t12:20:00.000,
156,arrival,unknown,nbo,hkjk,2023-09-29t12:20:00.000,llw,fwki,2023-09-29t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,10.0,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,,,2023-09-29t13:31:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-09-29t12:20:00.000,
157,arrival,unknown,nbo,hkjk,2023-09-29t12:20:00.000,llw,fwki,2023-09-29t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,10.0,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,2023-09-29t12:30:00.000,,,2023-09-29t13:31:00.000,,,,,,,,,,2023-09-29t12:20:00.000,
158,arrival,scheduled,dxb,omdb,2023-09-29t09:30:00.000,llw,fwki,2023-09-29t13:50:00.000,empty,,,9318,,,,,,,,,,,,,,,,,,,,,,
159,arrival,scheduled,hre,fvrg,2023-09-29t13:50:00.000,llw,fwki,2023-09-29t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
160,arrival,landed,blz,fwcl,2023-09-29t15:05:00.000,llw,fwki,2023-09-29t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,18.0,2023-09-29t15:23:00.000,2023-09-29t15:23:00.000,2023-09-29t15:23:00.000,,,,2023-09-29t15:55:00.000,2023-09-29t15:55:00.000,2023-09-29t15:55:00.000,,,,,,,,11.0
161,arrival,scheduled,blz,fwcl,2023-09-29t15:45:00.000,llw,fwki,2023-09-29t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
162,arrival,scheduled,zzu,fwuu,2023-09-29t15:45:00.000,llw,fwki,2023-09-29t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
163,arrival,unknown,cmk,fwcm,2023-09-29t16:15:00.000,llw,fwki,2023-09-29t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
164,arrival,unknown,mfu,flmf,2023-09-29t16:00:00.000,llw,fwki,2023-09-29t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
165,arrival,unknown,lix,fwlk,2023-09-29t16:00:00.000,llw,fwki,2023-09-29t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
166,arrival,scheduled,ceh,fwcd,2023-09-29t15:45:00.000,llw,fwki,2023-09-29t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
